text,l1,l2,l3
"AsiaUniversalBank (AUB) is the largest commercial bank in Kyrgyzstan, holding about a quarter of the combined assets and deposits reported by the entire Kyrgyz banking system. The bank is highly regarded internationally, and has received a number of awards, from organizations such as The Banker, Global Finance, The Asian Banker and Euromoney. Originally focused on corporate banking, AUB had recently actively expanded into retail banking and is the fastest growing mortgage provider in the country. Presently AUB operates 90 branches in the Kyrgyz Republic and has representative offices in Riga, Latvia, Kiev, Ukraine and Almaty, Kazakhstan. AUB is the only company in the country to have received an international credit rating - particularly, from Moody's Investor Services. From Moody's press release - \""Moody's Investors Service has assigned Caa2 long-term and not prime (NP) short-term foreign currency deposit ratings, a B3 long-term local currency deposit rating, and an E+ financial strength rating (FSR) to AsiaUniversalBank (AUB), Kyrgyz Republic.\""",Agent,Company,Bank
"The Puleston Baronetcy, of Emral in the County of Flint, was a title in the Baronetage of the United Kingdom. It was created on 2 November 1813 for Richard Puleston. The title became extinct on the death of the fourth Baronet in 1896.",Agent,BritishRoyalty,Baronet
"Sir Anthony Charles Esmonde, 15th Baronet (18 January 1899, Livezi, Bacău – 17 March 1981, Dublin) was an Irish Fine Gael politician, medical doctor and farmer. Esmomde first stood for Dáil Éireann as a Fine Gael candidate for the Tipperary constituency at the 1943 general election, but was unsuccessful. He did not stand again until the 1951 general election, when he was returned to the 14th Dáil for the Wexford constituency. He was re-elected at five successive elections until he retired from the Dáil at the 1973 general election. He served as a member of the first Irish delegation as Members of the European Parliament from January to February 1973. His father was John Joseph Esmonde. His eldest brother was Sir John Esmonde, 14th Baronet and his second elder brother Lt. Geoffrey Esmonde (1897–1916) was killed in action in World War I serving with the 4th Tyneside Irish of the Northumberland Fusiliers. His half-brother Eugene Esmonde was awarded a Victoria Cross posthumously in 1942 during World War II.",Agent,BritishRoyalty,Baronet
"Sir Henry Hastings Goldney, 4th Baronet of Beechfield and Bradenstoke Abbey (3 July 1886 – 26 February 1974) was the only son of Sir Frederick Hastings Goldney, 3rd Baronet. He inherited the title on 21 February 1940 on his father's death.",Agent,BritishRoyalty,Baronet
"Sir Hugh Owen, 5th Baronet (?1731–86), of Orielton, Pembrokeshire, Wales was a Welsh Member of Parliament. He was born the eldest son of Sir William Owen, 4th Baronet and educated at Newcome's School in Hackney, London. He succeeded his father as 5th baronet in 1781. He was the Member of Parliament (MP) for Pembrokeshire, 20 March 1770 – 16 January 1786. He married Anne, the daughter of John Colby of Bletherston, and had one son and heir, Hugh.",Agent,BritishRoyalty,Baronet
"Sir John Blunden, 1st Baronet (c. 1718 – January 1783) was an Irish baronet and politician. He was the only son of John Blunden and his wife Martha Cuffe, daughter of Agmondesham Cuffe. In 1739, Blunden was called to the bar at the Middle Temple and worked then as barrister. He was appointed Mayor of Kilkenny in 1753 and served as recorder of that city until his death. Blunden entered the Irish House of Commons in 1761, sitting for Kilkenny City, the same constituency his father had also represented, until 1776. On 12 March 1766, he was created a baronet, of Blunden Castle, in the County of Kilkenny. On 25 February 1755, he married his cousin Susanna, daughter of John Cuffe, 1st Baron Desart and had by her three sons and four daughters. Blunden died at Castle Blunden in 1783 and was succeeded in the baronetcy by his oldest son John. His third son Overington was a general in the British Army and sat in the Parliament of the United Kingdom.",Agent,BritishRoyalty,Baronet
"The Furnese baronetcy, of Waldershare in the County of Kent, was a title in the Baronetage of Great Britain. It was created on 27 June 1707 for Henry Furnese, a financier and Member of Parliament for Bramber and Sandwich. The second Baronet was Member of Parliament for Truro, New Romney and Kent. The title became extinct on the early death of the third Baronet in March 1735.",Agent,BritishRoyalty,Baronet
"Sir Charles Christian Nicholson, 3rd Baronet (b 15 December 1941) is a British peer. He is the older son of Sir John Norris Nicholson, 2nd Baronet and Vittoria Vivien née Trewhella: he has one brother and two sisters. He was educated at Ampleforth College and Magdalen College, Oxford. In 1975 he married Martha, widow of Niall Anstruther-Gough-Calthorpe: he has one step son and one step daughter.",Agent,BritishRoyalty,Baronet
"Sir James Somerville, 1st Baronet (c. 1698 – 16 August 1748) was an Irish politician. He was the only son of Thomas Somerville and his wife Sarah King, daughter of James King. In 1729, Somerville entered the Irish House of Commons as Member of Parliament for Dublin City, representing the constituency until his death in 1748. In 1736, he was appointed Lord Mayor of Dublin. On 14 February 1748, only months before his death, he was created a Baronet of Somerville, in the County of Meath. On 2 February 1713, he married Elizabeth Quayle, daughter of James Quayle. Somerville was succeeded in the baronetcy by his eldest son Quaile. His second son, Major William Somerville, was buried at St. Audoen's Church, Dublin.",Agent,BritishRoyalty,Baronet
"Sir Thomas Skipwith, 1st Baronet (ca. 1620 – 2 June 1694) was an English politician who sat in the House of Commons in 1659 and 1660. Skipwith was the son of Edward Skipwith of Gosburton and Grantham and his wife Elizabeth Hatcher, daughter of Sir John Hatcher of Coteby, Lincolnshire. His father was the illegitimate son of William Skipwith, a Member of Parliament for Lincolnshire, and Anne Tothby. In 1659, Skipwith was elected a Member of Parliament for Grantham in the Third Protectorate Parliament. He was re-elected in 1660, as MP for Grantham in the Convention Parliament. He was knighted at Whitehall on 29 May 1673, made Serjeant-at-law on 21 April 1675, and was created baronet of Metheringham on 27 July 1678. Skipwith died at his house in Lincoln's Inn Fields in June 1694. Skipwith married firstly Elizabeth Lathom daughter of Ralph Lathom of Upminster, Essex. Their son Thomas succeeded to the baronetcy, and his daughter Susan married Sir John Williams, 1st Baronet of Minster. He married secondly Elizabeth Maddison, widow of Edward Maddison and daughter of Sir John Rea, but had no further children.",Agent,BritishRoyalty,Baronet
"The Henn, later Hene Baronetcy, of Winkfield in the County of Berkshire, was a title in the Baronetage of England. It was created on 1 October 1642 for Henry Henn. The second and subsequent Baronets used the surname Hene. The title became extinct on the death of the fourth Baronet in 1642.",Agent,BritishRoyalty,Baronet
